ss,Unnamed1,name,price,images,rating,product_description,number_of_reviews,name_clean,category_clean
249,567,"Shark ZU782 Rotator Lift-Away DuoClean Pro Upright Vacuum with Self-Cleaning Brushroll, DuoClean, HEPA Filter, Headlights, Swivel Steering, Upholstery Tool, Pet Power Brush & Crevice Tool, Sage Green",$299.99,"['https://m.media-amazon.com/images/I/712-pmkQFML._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/712-pmkQFML._AC_SX569_.jpg']",4.6 out of 5,Industrial & Scientific › Janitorial & Sanitation Supplies › Vacuums & Floor Cleaning Machines › Vacuums › Upright Vacuums,"1,963 global ratings","['vacuum', 'crevic', 'upholsteri', 'shark', 'selfclean', 'sage', 'upright', 'rotat', 'steer', 'headlight', 'brushrol', 'swivel', 'liftaway', 'pet', 'duoclean', 'brush', 'pro', 'power', 'hepa', 'tool', 'green', 'filter']","['janitori', 'vacuum', 'industri', 'suppli', 'floor', 'scientif', 'machin', 'upright', 'sanit', 'clean']"
250,568,"Vacmaster 2 1/2"" Extension Wands, 2 Pack, V2EW",$15.79,"['https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71tt+Ahc9rL._AC_SX569_.jpg']",4.5 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Attachments & Brushes › Attachments,510 global ratings,"['vacmast', 'pack', 'wand', 'extens']","['vacuum', 'care', 'floor', 'brush', 'kitchen', 'home', 'accessori', 'part', 'attach']"
251,599,"Sliding Window Seal | Portable A/C Replacement Window PVC Seal Bracket | Multipurpose Window Vent, Suitable for Mobile Air Conditioner with 5.9""/15cm AC Air Conditioner Diameter Hoses",$27.77,"['https://m.media-amazon.com/images/I/5132sAllKYL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/5132sAllKYL._AC_SX569_.jpg']",4.3 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Parts & Accessories › Air Conditioner Parts & Accessories › Accessories","1,361 global ratings","['condition', 'hose', 'suitabl', 'portabl', 'slide', 'replac', 'diamet', 'ac', 'mobil', 'window', 'vent', 'seal', 'bracket', 'pvc', 'multipurpos', 'air']","['qualiti', 'condition', 'kitchen', 'part', 'heat', 'home', 'accessori', 'cool', 'air']"
252,612,"Urnex Biocaf Espresso Descaling Solution 4 Ounce (2 Single Bottles) Safe to use with Keurig, Delonghi, Nespresso, Ninja, Hamilton Beach, Mr Coffee, Braun, [Made in the USA]",,"['https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81dNTW+xB0L._AC_SX569_.jpg']",4.6 out of 5,Kitchen & Dining › Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee & Espresso Machine Cleaning Products,"1,058 global ratings","['hamilton', 'coffe', 'use', 'usa', 'safe', 'beach', 'urnex', 'espresso', 'bottl', 'biocaf', 'delonghi', 'singl', 'ninja', 'mr', 'solut', 'descal', 'keurig', 'braun', 'nespresso', 'ounc', 'made']","['applianc', 'small', 'kitchen', 'espresso', 'dine', 'coffe', 'accessori', 'part', 'machin', 'product', 'clean']"
253,644,"roborock E5 Mop Robot Vacuum Cleaner, 2500Pa Strong Suction, Wi-Fi Connected, APP Control, Compatible with Alexa, Ideal for Pet Hair, Carpets, Hard Floors (White)",,"['https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51kB7Yn9FfS._AC_SX679_.jpg']",4.4 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuums › Robotic Vacuums,"3,995 global ratings","['vacuum', 'white', 'connect', 'compat', 'ideal', 'hair', 'wifi', 'hard', 'cleaner', 'carpet', 'pet', 'floor', 'mop', 'alexa', 'suction', 'roborock', 'control', 'robot', 'strong', 'app']","['vacuum', 'care', 'floor', 'robot', 'kitchen', 'home']"
254,650,JoyBros Replacement Parts Accessories Compatible for iRobot Roomba 800 900 805 860 890 870 871 880 960 980 981 985 Wheel Tires Side Main Roller Brush Filter,$19.99,"['https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61wX4mkoJXL._AC_SY355_.jpg']",4.6 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Attachments & Brushes › Attachments,151 global ratings,"['compat', 'irobot', 'main', 'roomba', 'brush', 'joybro', 'replac', 'wheel', 'roller', 'side', 'accessori', 'part', 'tire', 'filter']","['vacuum', 'care', 'floor', 'brush', 'kitchen', 'home', 'accessori', 'part', 'attach']"
255,672,"Norpro Tortilla Pancake Keeper, One Size, Brown",$21.27,"['https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61Oo0vrNzlL._AC_SX569_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Specialty Appliances › Quesadilla & Tortilla Makers,"1,464 global ratings","['pancak', 'size', 'norpro', 'tortilla', 'keeper', 'one', 'brown']","['applianc', 'quesadilla', 'tortilla', 'maker', 'kitchen', 'home', 'dine', 'specialti', 'small']"
256,676,"Vacuum Cleaner head for Hardwood and Short Carpet Compatible with Dyson V7 V8 ,Fluffy Floor Attachment with LED Headlights,Motorized Brush with Bristle &Soft Roller",$37.99,"['https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61M8HZyz3QL._AC_SY355_.jpg']",3.9 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Attachments & Brushes › Brushes,264 global ratings,"['vacuum', 'compat', 'dyson', 'carpet', 'soft', 'floor', 'short', 'hardwood', 'attach', 'headlight', 'brush', 'bristl', 'roller', 'fluffi', 'led', 'motor', 'cleaner', 'head']","['vacuum', 'care', 'floor', 'brush', 'kitchen', 'home', 'accessori', 'part', 'attach']"
257,701,Maple Tapper 3 Pc. Maple Syrup 1 Qt. Filter Set - REUSABLE Premium Synthetic Filters – One (1) Heavy Duty Boiling Filter and Two (2) Pre Filters for Sap Collection - Maple Sugaring Instruction Card,$33.97,"['https://m.media-amazon.com/images/I/4106nQw5J1L._AC_.jpg', 'https://m.media-amazon.com/images/I/4106nQw5J1L._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/4106nQw5J1L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/4106nQw5J1L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/4106nQw5J1L._AC_SX466_.jpg']",4.6 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,447 global ratings,"['boil', 'premium', 'sugar', 'heavi', 'syrup', 'instruct', 'two', 'sap', 'tapper', 'card', 'mapl', 'duti', 'synthet', 'pre', 'reusabl', 'qt', 'set', 'collect', 'one', 'pc', 'filter']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
258,703,"Drop PLNT HNGR 4FT 3/8""12",,"['https://m.media-amazon.com/images/I/31GM6owsUbL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/31GM6owsUbL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/31GM6owsUbL._AC_.jpg']",,nan,,"['drop', 'hngr', 'plnt']",['nan']
259,705,"Herb Decarboxylator - Decarb Machine to Make Edibles, Butter & Tincture",,"['https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/717VSE6CCRL._AC_SX425_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances,62 global ratings,"['butter', 'make', 'edibl', 'decarb', 'herb', 'machin', 'decarboxyl', 'tinctur']","['applianc', 'kitchen', 'home', 'dine', 'small']"
260,722,Zojirushi BB-HAC10 Home Bakery 1-Pound-Loaf Programmable Mini Breadmaker,$218.00,"['https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY879_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY741_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY606_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY679_.jpg', 'https://m.media-amazon.com/images/I/61QFEyrx4GL._AC_SY550_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Bread Machines,"1,846 global ratings","['programm', 'mini', 'bakeri', 'zojirushi', 'home', 'breadmak']","['applianc', 'kitchen', 'home', 'dine', 'machin', 'small', 'bread']"
261,725,"BUNN A101M500S Coffee Brewer Filters, 10-Cup, Basket, 500 Filters, 2 Count",,"['https://m.media-amazon.com/images/I/61n9-TLhxzL._SX466_.jpg', 'https://m.media-amazon.com/images/I/61n9-TLhxzL._SX385_.jpg', 'https://m.media-amazon.com/images/I/61n9-TLhxzL._SX425_.jpg', 'https://m.media-amazon.com/images/I/61n9-TLhxzL._SX522_.jpg', 'https://m.media-amazon.com/images/I/61n9-TLhxzL._SX342_.jpg']",4.8 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Disposable Filters,"1,257 global ratings","['bunn', 'basket', 'coffe', 'brewer', 'count', 'filter']","['applianc', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter', 'dispos']"
262,755,"BJADE'S Universal Window Air Conditioner Bracket,Light Duty,Support Up to 85lbs,Fits for 5000-12,000 BTU AC Units.",$24.27,"['https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX385_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX342_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61CnQFEgHFL._AC_SX679_.jpg']",4.2 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Parts & Accessories › Air Conditioner Parts & Accessories › Accessories",230 global ratings,"['condition', 'light', 'bjade', 'support', 'duti', 'btu', 'ac', 'window', 'univers', 'bracket', 'fit', 'air', 'unit']","['qualiti', 'condition', 'kitchen', 'part', 'heat', 'home', 'accessori', 'cool', 'air']"
263,772,"ALORAIR Basement/Crawl Space Dehumidifiers Removal 120 PPD (Saturation), 55 Pint Commercial Dehumidifier, Energy Star Listed, 5 Years Warranty, Auto Defrosting, cETL, Optional Remote Monitoring",$699.66,"['https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/6113nSKQwDL._AC_SX679_.jpg']",4.5 out of 5,"Home & Kitchen › Heating, Cooling & Air Quality › Dehumidifiers",656 global ratings,"['option', 'basementcrawl', 'remot', 'satur', 'monitor', 'dehumidifi', 'auto', 'remov', 'pint', 'cetl', 'star', 'energi', 'list', 'commerci', 'ppd', 'space', 'defrost', 'warranti', 'alorair', 'year']","['qualiti', 'dehumidifi', 'kitchen', 'heat', 'home', 'cool', 'air']"
264,801,"Filterlogic MWF Refrigerator Water Filter, Replacement for GE® Smart Water MWFP, MWFA, GWF, HDX FMG-1, WFC1201, GSE25GSHECSS, PC75009, RWF1060, 197D6321P006, Kenmore 9991, 3 Filters",$31.59,"['https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/71DV-wXTnFL._AC_SY450_.jpg']",4.7 out of 5,Appliances › Parts & Accessories › Refrigerator Parts & Accessories › Water Filters,"1,638 global ratings","['gwf', 'mwf', 'water', 'refriger', 'kenmor', 'replac', 'mwfa', 'filterlog', 'hdx', 'mwfp', 'filter', 'smart']","['applianc', 'water', 'refriger', 'accessori', 'part', 'filter']"
265,807,"SRIWATANA Ironing Board Hanger Wall Mount, Iron and Ironing Board Holder for Laundry Room Organization and Storage - Black",,"['https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/71v-rENLeAS._AC_SX569_.jpg']",4.6 out of 5,Home & Kitchen › Irons & Steamers › Ironing Boards,"2,330 global ratings","['black', 'storag', 'holder', 'sriwatana', 'laundri', 'room', 'organ', 'wall', 'mount', 'hanger', 'iron', 'board']","['steamer', 'kitchen', 'home', 'iron', 'board']"
266,815,"Blender Cups Replacement for nutribullet 32oz, Compatible with nutribullet Blender 600W and 900W Models NB-101B, NB-101S, NB-201. Clear, Upgraded Material, Pack of 2",$17.99,"['https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61+b06zjQpS._AC_SX569_.jpg']",4.6 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliance Parts & Accessories › Blender Replacement Parts,61 global ratings,"['compat', 'pack', 'blender', 'upgrad', 'replac', 'materi', 'clear', 'cup', 'nutribullet', 'model']","['applianc', 'blender', 'replac', 'kitchen', 'part', 'home', 'dine', 'accessori', 'small']"
267,816,"V6 Replacement Battery Pack, 21.6V 3000mAH, Compatible for Dyson V6 SV04 SV03 SV05 SV06 SV07 SV09 vtc4, DC58 DC59 DC61 DC62 DC72 DC74, V6 Animal V6 Motorhead",,"['https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/51GklI1R1dL._AC_SY450_.jpg']",4.6 out of 5,Home & Kitchen › Vacuums & Floor Care › Vacuum Parts & Accessories › Replacement Batteries & Parts › Batteries,240 global ratings,"['pack', 'dyson', 'compat', 'replac', 'anim', 'batteri', 'motorhead']","['vacuum', 'care', 'floor', 'replac', 'kitchen', 'home', 'accessori', 'part', 'batteri']"
268,823,Samsung Dryer Belt 6602-001655,$19.95,"['https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/61Pw4Nzu32L._AC_SX522_.jpg']",4.6 out of 5,Appliances › Parts & Accessories › Dryer Parts & Accessories › Replacement Parts,"1,409 global ratings","['belt', 'samsung', 'dryer']","['applianc', 'replac', 'dryer', 'accessori', 'part']"
269,837,"Nouvati Mug Warmer/Candle Warmer (Silver): Excellent Heating, 2 Heating Modes, Safety Features, Sleek Design; Coffee Warmer for Desk Auto Shut-Off, Milk Warmer, Tea Warmer",$24.99,"['https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/61I1-Ch0o5L._AC_SY450_.jpg']",4.3 out of 5,"Home & Kitchen › Kitchen & Dining › Coffee, Tea & Espresso › Beverage Warmers",149 global ratings,"['nouvati', 'auto', 'tea', 'warmercandl', 'mug', 'featur', 'sleek', 'design', 'mode', 'heat', 'shutoff', 'coffe', 'safeti', 'silver', 'excel', 'warmer', 'milk', 'desk']","['beverag', 'tea', 'kitchen', 'home', 'dine', 'coffe', 'espresso', 'warmer']"
270,843,"Presto 6900 Electric Griddle Heat Control, Black",$20.00,"['https://m.media-amazon.com/images/I/31sEOrebzfL._AC_SY355_.jpg', 'https://m.media-amazon.com/images/I/31sEOrebzfL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/31sEOrebzfL._AC_.jpg']",4.7 out of 5,Home & Kitchen › Kitchen & Dining › Small Appliances › Indoor Grills & Griddles › Electric Griddles,"1,572 global ratings","['black', 'griddl', 'presto', 'heat', 'electr', 'control']","['applianc', 'indoor', 'griddl', 'kitchen', 'home', 'dine', 'electr', 'small', 'grill']"
271,845,"Generic Brand Pod Holder & Needle Replacement Part compatible with Keurig K-Cup pod brewer models K10, K40, K45, K6,0 K65, K70, K75, K77, K79, B31, B40, B45, B50, B55, B60, B65, B70, B75",$6.95,"['https://m.media-amazon.com/images/I/31zJY4DtaWL._AC_.jpg', 'https://m.media-amazon.com/images/I/31zJY4DtaWL._AC_SY450_.jpg', 'https://m.media-amazon.com/images/I/31zJY4DtaWL._AC_SX466_.jpg', 'https://m.media-amazon.com/images/I/31zJY4DtaWL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/31zJY4DtaWL._AC_SY355_.jpg']",4.4 out of 5,Small Appliance Parts & Accessories › Coffee & Espresso Machine Parts & Accessories › Coffee Machine Accessories › Coffee Filters › Reusable Filters,"1,914 global ratings","['compat', 'needl', 'holder', 'kcup', 'replac', 'brewer', 'gener', 'model', 'part', 'keurig', 'pod', 'brand']","['applianc', 'reusabl', 'small', 'espresso', 'machin', 'coffe', 'accessori', 'part', 'filter']"
272,851,"AOC CQ27G2 27"" Super Curved Frameless Gaming Monitor QHD 2K, 1500R Curved VA, 1ms, 144Hz, FreeSync, Height adjustable, 3-Yr Zero Dead Pixel",$289.99,"['https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX355_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX450_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX522_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX569_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX679_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX425_.jpg', 'https://m.media-amazon.com/images/I/81oORaahKZL._AC_SX466_.jpg']",4.7 out of 5,Electronics › Computers & Accessories › Monitors,"14,105 global ratings","['pixel', 'adjust', 'aoc', 'qhd', 'curv', 'frameless', 'dead', 'freesync', 'va', 'zero', 'height', 'super', 'game', 'monitor']","['monitor', 'comput', 'electron', 'accessori']"
